0, 0
0.010101, 0.0634239
0.020202, 0.126592
0.030303, 0.189251
0.040404, 0.251148
0.0505051, 0.312033
0.0606061, 0.371662
0.0707071, 0.429795
0.0808081, 0.486197
0.0909091, 0.540641
0.10101, 0.592908
0.111111, 0.642788
0.121212, 0.690079
0.131313, 0.734592
0.141414, 0.776146
0.151515, 0.814576
0.161616, 0.849725
0.171717, 0.881453
0.181818, 0.909632
0.191919, 0.934148
0.20202, 0.954902
0.212121, 0.971812
0.222222, 0.984808
0.232323, 0.993838
0.242424, 0.998867
0.252525, 0.999874
0.262626, 0.996855
0.272727, 0.989821
0.282828, 0.978802
0.292929, 0.963842
0.30303, 0.945001
0.313131, 0.922354
0.323232, 0.895994
0.333333, 0.866025
0.343434, 0.83257
0.353535, 0.795762
0.363636, 0.75575
0.373737, 0.712694
0.383838, 0.666769
0.393939, 0.618159
0.40404, 0.56706
0.414141, 0.513677
0.424242, 0.458227
0.434343, 0.400931
0.444444, 0.34202
0.454545, 0.281733
0.464646, 0.220311
0.474747, 0.158001
0.484848, 0.095056
0.494949, 0.0317279
0.505051, -0.0317279
0.515152, -0.095056
0.525253, -0.158001
0.535354, -0.220311
0.545455, -0.281733
0.555556, -0.34202
0.565657, -0.400931
0.575758, -0.458227
0.585859, -0.513677
0.59596, -0.56706
0.606061, -0.618159
0.616162, -0.666769
0.626263, -0.712694
0.636364, -0.75575
0.646465, -0.795762
0.656566, -0.83257
0.666667, -0.866025
0.676768, -0.895994
0.686869, -0.922354
0.69697, -0.945001
0.707071, -0.963842
0.717172, -0.978802
0.727273, -0.989821
0.737374, -0.996855
0.747475, -0.999874
0.757576, -0.998867
0.767677, -0.993838
0.777778, -0.984808
0.787879, -0.971812
0.79798, -0.954902
0.808081, -0.934148
0.818182, -0.909632
0.828283, -0.881453
0.838384, -0.849725
0.848485, -0.814576
0.858586, -0.776146
0.868687, -0.734592
0.878788, -0.690079
0.888889, -0.642788
0.89899, -0.592908
0.909091, -0.540641
0.919192, -0.486197
0.929293, -0.429795
0.939394, -0.371662
0.949495, -0.312033
0.959596, -0.251148
0.969697, -0.189251
0.979798, -0.126592
0.989899, -0.0634239
1, -2.44929e-16
