This model is verified by 5-foldcross validation
####################
Auto optimized alpha for power_poly = 1 and power_cosine = 1: 1e-23
Training RMSE = 4.25252991689381
Testing RMSE = 3.48813680461561
C[0] = 3.413857024458631
C[1]_poly = 0.9884233980764637
C[1]_poly_cos = -6.592064852572526
####################
Auto optimized alpha for power_poly = 1 and power_cosine = 2: 1e-23
Training RMSE = 1.9483811319173996
Testing RMSE = 1.4054107981999653
C[0] = -0.6813482058505365
C[1]_poly = 1.007925641803578
C[1]_poly_cos = -5.698058565250532
C[2]_poly_cos = 9.041102166823963
####################
Auto optimized alpha for power_poly = 1 and power_cosine = 3: 1e-23
Training RMSE = 1.4802026781437265
Testing RMSE = 1.1352428513825004
C[0] = -0.5926002518973634
C[1]_poly = 0.9933127871482242
C[1]_poly_cos = -2.004309786681549
C[2]_poly_cos = 8.616033614504497
C[3]_poly_cos = -5.038667845521524
####################
Auto optimized alpha for power_poly = 1 and power_cosine = 4: 0.08957673310441329
Training RMSE = 1.4448122661633183
Testing RMSE = 0.9728805159097718
C[0] = 0.08269804859385399
C[1]_poly = 0.9847981455540152
C[1]_poly_cos = -2.1299960162237226
C[2]_poly_cos = 2.321310929914377
C[3]_poly_cos = -4.664944760756792
C[4]_poly_cos = 6.5459425525166965
####################
Auto optimized alpha for power_poly = 2 and power_cosine = 1: 12.020097510386435
Training RMSE = 4.074758599160189
Testing RMSE = 3.496599631017131
C[0] = 3.9478327199692274
C[1]_poly = 0.9925488188075708
C[2]_poly = -0.03824937787044144
C[1]_poly_cos = -5.995746643140837
####################
Auto optimized alpha for power_poly = 2 and power_cosine = 2: 1e-23
Training RMSE = 1.9485608422488785
Testing RMSE = 1.4046483688327804
C[0] = -0.619954788952259
C[1]_poly = 1.0087348983062032
C[2]_poly = -0.004366240422645818
C[1]_poly_cos = -5.6892970977981765
C[2]_poly_cos = 9.029153650160156
####################
Auto optimized alpha for power_poly = 2 and power_cosine = 3: 0.051247297389344866
Training RMSE = 1.4783802274596058
Testing RMSE = 1.1290319279983463
C[0] = -0.42635986970475415
C[1]_poly = 0.9952696527943867
C[2]_poly = -0.011415387849607285
C[1]_poly_cos = -1.9508629599124145
C[2]_poly_cos = 8.570366814845206
C[3]_poly_cos = -5.0808306634088485
####################
Auto optimized alpha for power_poly = 2 and power_cosine = 4: 0.35257760672122046
Training RMSE = 1.444368913629987
Testing RMSE = 0.9726989572112256
C[0] = 0.1222829136868473
C[1]_poly = 0.9864036868029186
C[2]_poly = -0.005385985612346105
C[1]_poly_cos = -2.150516030404413
C[2]_poly_cos = 2.699473890001633
C[3]_poly_cos = -4.632055002536761
C[4]_poly_cos = 6.1239186552727105
####################
Auto optimized alpha for power_poly = 3 and power_cosine = 1: 1e-23
Training RMSE = 4.118118793984989
Testing RMSE = 3.464805807555179
C[0] = 3.841286649249589
C[1]_poly = 1.1823633670117495
C[2]_poly = -0.03314447164504881
C[3]_poly = -0.008772943983782583
C[1]_poly_cos = -6.503119920709115
####################
Auto optimized alpha for power_poly = 3 and power_cosine = 2: 3.555126720364099e-15
Training RMSE = 1.9647701022693531
Testing RMSE = 1.3974048474991303
C[0] = -0.6119995058056062
C[1]_poly = 1.096042841997988
C[2]_poly = -0.004283532658288195
C[3]_poly = -0.004085342172346363
C[1]_poly_cos = -5.684931096114454
C[2]_poly_cos = 9.01179012504949
####################
